feature_index	feature_index	vector	max_distance	v_gene	j_gene	cdr3_aa_length
980	300041	[0.28786104917526245, 0.00958940014243126, -0.08318965882062912, 1.104570984840393, 0.1770266592502594, 0.0663074404001236, 0.290372371673584, 0.06530967354774475, 0.0574486143887043, -0.322878360748291]	0.15	IGKV4	IGKJ2	12.0
981	300042	[0.24582870304584503, -0.06101727485656738, -0.14752402901649475, 1.1071110963821411, 0.020380880683660507, 0.017605042085051537, 0.2908647656440735, 0.2743142545223236, 0.11151093244552612, -0.30723056197166443]	0.15	IGKV4	IGKJ2	12.0
982	300142	[0.2987407445907593, 0.08669658750295639, 0.013005435466766357, 1.1357967853546143, 0.1822500079870224, 0.3626158535480499, 0.35258710384368896, 0.13570064306259155, -0.11914646625518799, -0.4501362442970276]	0.15	IGKV4	IGKJ3	6.0
983	300157	[0.30065539479255676, 0.005567741580307484, -0.09063801169395447, 1.1633185148239136, 0.19833165407180786, 0.30202752351760864, 0.2716735005378723, 0.048817574977874756, -0.13142569363117218, -0.5634883642196655]	0.15	IGKV4	IGKJ3	7.0
984	300552	[0.23750309646129608, -0.1964455246925354, 0.0174136720597744, 1.126787781715393, 0.2448633462190628, 0.4411122798919678, 0.10046053677797318, 0.21967242658138275, 0.20238284766674042, -0.2027032971382141]	0.15	IGKV4	IGKJ3	9.0
985	300555	[0.20799319446086884, 0.07886984199285507, 0.07025681436061859, 0.9982095956802368, 0.20708605647087097, 0.15813857316970825, 0.35311654210090637, -0.19428116083145142, -0.03552868217229843, -0.3018750846385956]	0.15	IGKV4	IGKJ3	9.0
986	300568	[0.19228136539459229, 0.13852845132350922, 0.027216685935854912, 1.0876823663711548, 0.18092970550060272, 0.23739518225193024, 0.3641589879989624, 0.18045268952846527, -0.010232611559331417, -0.3375343084335327]	0.15	IGKV4	IGKJ3	9.0
987	300591	[0.3203463852405548, -0.3015604615211487, -0.002805346855893731, 1.0318167209625244, 0.08055233955383301, 0.4128367602825165, 0.40544193983078003, 0.01440897025167942, -0.12184202671051025, -0.49565955996513367]	0.15	IGKV4	IGKJ3	9.0
988	301586	[0.14421379566192627, -0.1694735586643219, 0.031631551682949066, 0.981843888759613, 0.25228580832481384, 0.08910851180553436, 0.3675951063632965, -0.07326886057853699, 0.27409422397613525, -0.2307957261800766]	0.15	IGKV4	IGKJ3	10.0
989	303341	[0.30700504779815674, 0.022263232618570328, -0.144488126039505, 0.9847526550292969, 0.22204701602458954, 0.43299928307533264, 0.5099676847457886, -0.11771798133850098, 0.18359149992465973, -0.5091370940208435]	0.15	IGKV4	IGKJ4	9.0
990	303348	[0.26874616742134094, 0.19231291115283966, -0.17588390409946442, 1.1006327867507935, 0.00884766224771738, 0.16525985300540924, 0.38352808356285095, -0.09974762052297592, -0.07487662136554718, -0.2704891860485077]	0.15	IGKV4	IGKJ4	9.0
991	303352	[0.34228819608688354, 0.07375457137823105, 0.05892793834209442, 0.9615784287452698, 0.2753189206123352, 0.29470065236091614, 0.6972423791885376, 0.0025736892130225897, -0.05763275548815727, -0.5696943998336792]	0.15	IGKV4	IGKJ4	9.0
992	303366	[0.06043090671300888, 0.3387385904788971, 0.011561845429241657, 1.1659117937088013, 0.23625348508358002, 0.32959023118019104, 0.32059529423713684, -0.18930280208587646, -0.023613959550857544, -0.661910891532898]	0.15	IGKV4	IGKJ4	9.0
993	303377	[0.17684203386306763, -0.07666041702032089, 0.07895086705684662, 1.1351323127746582, 0.49263155460357666, 0.20445764064788818, 0.26219654083251953, -0.10147229582071304, -0.28223007917404175, -0.4835553765296936]	0.15	IGKV4	IGKJ4	9.0
994	303383	[0.21876899898052216, 0.21585212647914886, 0.03159432113170624, 1.1315040588378906, 0.19886820018291473, 0.39169707894325256, 0.24348551034927368, -0.2899111211299896, 0.1001162901520729, -0.4592761695384979]	0.15	IGKV4	IGKJ4	9.0
995	303385	[-0.04581349715590477, -0.0476260744035244, -0.12777061760425568, 1.0860624313354492, 0.11668843775987625, 0.26056304574012756, 0.4114288091659546, -0.08965165168046951, 0.23630335927009583, -0.37213456630706787]	0.15	IGKV4	IGKJ4	9.0
996	303387	[0.16471311450004578, 0.15916764736175537, -0.05910699814558029, 1.2204723358154297, 0.17443346977233887, 0.1756010502576828, 0.22231557965278625, 0.05108777433633804, -0.11220655590295792, -0.6211973428726196]	0.15	IGKV4	IGKJ4	9.0
997	304831	[0.02658049948513508, -0.28362882137298584, 0.035406339913606644, 1.0607640743255615, 0.12337396293878555, 0.2574428915977478, 0.313057541847229, 0.003580563934519887, 0.08965164422988892, -0.29143527150154114]	0.15	IGKV4	IGKJ4	10.0
998	304847	[0.3898559510707855, -0.23214703798294067, 0.241938516497612, 0.9267703890800476, 0.4799326956272125, 0.2294522523880005, 0.47604528069496155, -0.1983308047056198, 0.17121845483779907, -0.35205158591270447]	0.15	IGKV4	IGKJ4	10.0
999	304866	[0.3586619198322296, 0.09444361925125122, -0.2501180171966553, 1.155040979385376, 0.37156420946121216, 0.12385635077953339, 0.2864241600036621, -0.4034309983253479, -0.14002123475074768, -0.2023104429244995]	0.15	IGKV4	IGKJ4	10.0
1000	306204	[0.34013617038726807, 0.17803587019443512, -0.044349152594804764, 1.1100497245788574, 0.2161790281534195, 0.12044449895620346, 0.3539440631866455, 0.05688278004527092, 0.025402499362826347, -0.3627242147922516]	0.15	IGKV4	IGKJ4	11.0
1001	306509	[0.23845690488815308, -0.05826032534241676, -0.04280330613255501, 1.1465535163879395, 0.05646458640694618, 0.06473170965909958, 0.12090491503477097, 0.19815568625926971, 0.25862881541252136, -0.17349331080913544]	0.15	IGKV4	IGKJ4	12.0
1002	306555	[0.4543146789073944, 0.10251867026090622, 0.12034089118242264, 1.0999306440353394, 0.03272756561636925, 0.2495897263288498, 0.3808455169200897, 0.25226128101348877, -0.04433762654662132, -0.23883609473705292]	0.15	IGKV4	IGKJ5	8.0
1003	306718	[0.5324060916900635, -0.14590397477149963, 0.1602950543165207, 0.9040069580078125, 0.2279748171567917, 0.3225375711917877, 0.5231673717498779, -0.2198818475008011, 0.12436248362064362, -0.30506497621536255]	0.15	IGKV4	IGKJ5	9.0
1004	306723	[0.24577578902244568, -0.3090149760246277, -0.05842437595129013, 0.9799593687057495, 0.05493802949786186, 0.022118937224149704, 0.30364781618118286, -0.06346562504768372, 0.22337332367897034, -0.3785102963447571]	0.15	IGKV4	IGKJ5	9.0
1005	307924	[0.22807249426841736, -0.06251247227191925, -0.2606823444366455, 1.143126130104065, 0.14432193338871002, -0.028301198035478592, 0.3756830394268036, 0.4508850574493408, 0.011950954794883728, -0.43869680166244507]	0.15	IGKV4	IGKJ5	11.0
1006	308106	[-0.042209647595882416, 0.7059395909309387, 0.17280924320220947, 1.0498154163360596, 0.18788133561611176, 0.3440287709236145, 1.2713000774383545, -0.5477546453475952, -0.3557479977607727, 0.2654692530632019]	0.15	IGKV5	IGKJ1	9.0
1007	308358	[0.17205524444580078, 0.7854336500167847, 0.34153273701667786, 1.1387832164764404, 0.35755255818367004, 0.07287123054265976, 1.13530433177948, -0.4758901596069336, -0.39889615774154663, 0.23147964477539062]	0.15	IGKV5	IGKJ1	10.0
1008	308604	[0.06183682382106781, 0.6025234460830688, 0.22108878195285797, 1.132752776145935, 0.4080149829387665, 0.15796615183353424, 1.0503569841384888, -0.40928778052330017, -0.33710068464279175, 0.1768503338098526]	0.15	IGKV5	IGKJ1	11.0
1009	308899	[-0.007795247249305248, 0.5153071284294128, 0.3061676621437073, 1.0578233003616333, 0.548313319683075, 0.1916196048259735, 1.182747483253479, -0.5154350996017456, -0.3950173854827881, 0.25759631395339966]	0.15	IGKV5	IGKJ2	10.0
1010	309285	[0.09553686529397964, 0.6753497123718262, 0.248507559299469, 1.1382852792739868, 0.4329462945461273, 0.148692786693573, 1.1273456811904907, -0.3963300883769989, -0.3967263698577881, 0.18576748669147491]	0.15	IGKV5	IGKJ3	11.0
1011	309304	[-0.0693504586815834, 1.098312258720398, 0.16063441336154938, 1.2380505800247192, 0.4341287314891815, 0.4200606048107147, 1.6179981231689453, -0.696937620639801, -0.6948340535163879, 0.3470260798931122]	0.15	IGKV5	IGKJ4	7.0
1012	309491	[0.11153986304998398, 0.7843779921531677, 0.17702868580818176, 1.1199871301651, 0.32925811409950256, 0.12504377961158752, 1.1982460021972656, -0.4768952429294586, -0.3980742394924164, 0.20340196788311005]	0.15	IGKV5	IGKJ4	11.0
1013	309612	[-0.3531397581100464, 0.7552471160888672, -0.5853778719902039, 1.3631302118301392, -0.0034105940721929073, -0.419466495513916, 0.36506563425064087, -0.33000773191452026, 0.7137818336486816, 0.556658148765564]	0.15	IGKV6D	IGKJ5	10.0
1014	309648	[0.48836764693260193, -0.056539617478847504, 0.6128183603286743, 1.002342939376831, -0.28708454966545105, -0.34972214698791504, 0.714989423751831, -0.3417396545410156, -0.5096273422241211, -0.3290882110595703]	0.15	IGKV6E	IGKJ1	8.0
1015	309657	[0.5478289723396301, -0.003572354791685939, 0.34776198863983154, 1.2120224237442017, -0.4320038855075836, -0.2892386019229889, 0.43217459321022034, 0.006998211145401001, -0.5381465554237366, -0.21696265041828156]	0.15	IGKV6E	IGKJ1	8.0
1016	309765	[0.11751610040664673, -0.03233359754085541, 0.3451773226261139, 1.2379528284072876, -0.3508164882659912, -0.4035748243331909, 0.3460947275161743, -0.42421892285346985, -0.689183235168457, -0.09446414560079575]	0.15	IGKV6E	IGKJ1	9.0
1017	309771	[0.4209340512752533, 0.08239179104566574, 0.6952276229858398, 1.0484410524368286, 0.12790153920650482, -0.42855510115623474, 0.7549892663955688, -0.4478864073753357, -0.5591737031936646, -0.2545852065086365]	0.15	IGKV6E	IGKJ1	9.0
1018	310364	[0.11988939344882965, 0.15333212912082672, 0.3413016200065613, 1.2951070070266724, -0.366657555103302, -0.4674863815307617, 0.31493404507637024, -0.2665848135948181, -0.586560845375061, -0.1878501921892166]	0.15	IGKV6E	IGKJ1	11.0
1019	310365	[0.3120473325252533, 0.053380031138658524, 0.3658377528190613, 1.2816832065582275, -0.14063760638237, -0.3695834279060364, 0.3588848114013672, -0.07326876372098923, -0.5624150037765503, -0.2720196843147278]	0.15	IGKV6E	IGKJ1	11.0
1020	310463	[0.16881826519966125, 0.1662522554397583, 0.4410722255706787, 1.1311595439910889, -0.1462869495153427, -0.3803184926509857, 0.47648486495018005, -0.3435131907463074, -0.4849728047847748, -0.16095450520515442]	0.15	IGKV6E	IGKJ2	9.0
1021	310466	[0.02052968554198742, -0.0763457864522934, 0.5244448781013489, 1.2285466194152832, 0.05653749033808708, -0.4143657684326172, 0.3816010057926178, -0.2598612606525421, -0.7206103801727295, -0.2268492430448532]	0.15	IGKV6E	IGKJ2	9.0
1022	310973	[0.17433275282382965, -0.007378639653325081, 0.6389812231063843, 1.322675108909607, -0.18633991479873657, -0.5266236662864685, 0.3577047288417816, -0.15468376874923706, -0.8551200032234192, -0.23779474198818207]	0.15	IGKV6E	IGKJ3	8.0
1023	311126	[0.47699880599975586, 0.015603994019329548, 0.5817311406135559, 1.1481369733810425, -0.21593213081359863, -0.5503911375999451, 0.6113009452819824, -0.3167753219604492, -0.7182986736297607, -0.40810704231262207]	0.15	IGKV6E	IGKJ4	7.0
1024	311146	[0.1649741232395172, -0.14327360689640045, 0.48083922266960144, 1.2478829622268677, -0.24127407371997833, -0.551063597202301, 0.44227927923202515, -0.32694268226623535, -0.8716922998428345, -0.29065823554992676]	0.15	IGKV6E	IGKJ4	8.0
1025	311216	[0.35638412833213806, 0.12259148806333542, 0.37406066060066223, 1.2317237854003906, 0.01857049949467182, 0.02365804649889469, 0.405497282743454, -0.31317564845085144, -0.400380402803421, -0.19983629882335663]	0.15	IGKV6E	IGKJ4	9.0
1026	311507	[0.012918174266815186, -0.27682405710220337, 0.46740198135375977, 1.2448354959487915, -0.06499835103750229, -0.3985711932182312, 0.09651938080787659, -0.04252910614013672, -0.34070730209350586, -0.0852559357881546]	0.15	IGKV6E	IGKJ4	10.0
1027	311814	[0.17212937772274017, 0.25971707701683044, 0.39803677797317505, 1.3732640743255615, -0.34128448367118835, -0.47322961688041687, 0.276623398065567, -0.1799280047416687, -0.5974595546722412, -0.24553251266479492]	0.15	IGKV6E	IGKJ5	10.0
1028	311815	[0.2515770196914673, 0.10177097469568253, 0.5010340809822083, 1.3034534454345703, -0.03372873365879059, -0.543128252029419, 0.3876575529575348, -0.09130671620368958, -0.7262414693832397, -0.17778077721595764]	0.15	IGKV6E	IGKJ5	10.0
1029	312026	[-0.7814294695854187, -0.8089866042137146, 0.3477965295314789, 0.9668139219284058, -0.6773513555526733, -0.5523421764373779, 0.8713222742080688, -0.029906118288636208, -0.3100011944770813, -0.32624122500419617]	0.15	IGLV1	IGLJ1	7.0
1030	312044	[-0.300083190202713, -0.4748300611972809, 0.7735260128974915, 1.0225411653518677, -0.618931770324707, -0.4201304018497467, 0.12773025035858154, -0.6687365770339966, 0.6256736516952515, -0.10326174646615982]	0.15	IGLV1	IGLJ1	8.0
1031	312048	[-0.4267085790634155, -0.6479719281196594, 0.45224419236183167, 1.080615758895874, -0.2984328866004944, -0.011451906524598598, 0.3447749614715576, -0.35078707337379456, -0.4260363280773163, -0.11235445737838745]	0.15	IGLV1	IGLJ1	8.0
1032	312111	[-0.3921397924423218, -1.0849432945251465, 0.21094651520252228, 1.0192185640335083, -0.4677365720272064, -0.2875022888183594, 0.37470725178718567, 0.05350641906261444, -0.10724867135286331, -0.06818894296884537]	0.15	IGLV1	IGLJ1	9.0
1033	313846	[-0.32750585675239563, -0.6080529689788818, 0.4957848787307739, 1.0465428829193115, -0.3516099750995636, 0.011580133810639381, 0.4264873266220093, -0.2315616011619568, -0.2964235544204712, -0.10899592190980911]	0.15	IGLV1	IGLJ1	11.0
1034	313850	[-0.41891491413116455, -0.5498501062393188, 0.8817147016525269, 1.2584904432296753, -0.5129774808883667, -0.29821524024009705, -0.21195991337299347, -0.38537031412124634, 0.6206622123718262, 0.023323960602283478]	0.15	IGLV1	IGLJ1	11.0
1035	313857	[-0.475885272026062, -0.5530004501342773, 0.5070507526397705, 1.0994585752487183, -0.28539741039276123, -0.08452844619750977, 0.2776243984699249, -0.14941060543060303, -0.16631458699703217, -0.13010470569133759]	0.15	IGLV1	IGLJ1	11.0
1036	313876	[-0.7487984895706177, -0.7138740420341492, 0.41451799869537354, 1.015281319618225, -0.6637093424797058, -0.46892881393432617, 0.6941103339195251, -0.24793246388435364, -0.2846377193927765, -0.16605570912361145]	0.15	IGLV1	IGLJ1	11.0
1037	313894	[-0.4036206007003784, -0.7540500164031982, 0.3581082820892334, 0.9399242401123047, -0.41910839080810547, -0.3512532114982605, 0.6267192959785461, -0.14693905413150787, -0.1394783854484558, -0.2580845057964325]	0.15	IGLV1	IGLJ1	11.0
1038	313907	[-0.7529817223548889, -0.5858770608901978, 0.5672736167907715, 1.1303794384002686, -0.3162432014942169, 0.07789259403944016, 0.371146559715271, -0.13811951875686646, -0.19812306761741638, -0.12032607942819595]	0.15	IGLV1	IGLJ1	11.0
1039	316344	[-0.4821888208389282, -0.484017014503479, 0.7363342642784119, 1.0530232191085815, -0.2882262170314789, -0.042621951550245285, 0.40859055519104004, -0.24317534267902374, -0.24235279858112335, 0.1083364486694336]	0.15	IGLV1	IGLJ1	12.0
1040	316360	[-0.5082647800445557, -0.6482748985290527, 0.5578164458274841, 1.160386323928833, -0.2755376100540161, -0.09267067909240723, 0.10464028269052505, -0.014119098894298077, -0.21122539043426514, 0.12850742042064667]	0.15	IGLV1	IGLJ1	12.0
1041	316406	[-0.5047865509986877, -0.6020440459251404, 0.6981956958770752, 1.173214077949524, -0.7668170928955078, -0.07889703661203384, 0.2109379917383194, -0.5380986332893372, 0.6797962188720703, -0.235368013381958]	0.15	IGLV1	IGLJ1	12.0
1042	316415	[-0.421797513961792, -0.6950193643569946, 0.4674193263053894, 0.9635108709335327, -0.6262931227684021, -0.3112664222717285, 0.5985021591186523, -0.18255722522735596, -0.21024928987026215, -0.1654386818408966]	0.15	IGLV1	IGLJ1	12.0
1043	320992	[-0.7589860558509827, -0.30739930272102356, 0.5248643755912781, 1.2128572463989258, -0.386030375957489, -0.2105640470981598, 0.28367194533348083, -0.18921226263046265, -0.10000381618738174, -0.18048004806041718]	0.15	IGLV1	IGLJ1	13.0
1044	321008	[-0.722518801689148, -0.3898966610431671, 0.7079671621322632, 1.2027099132537842, -0.6127714514732361, -0.18003547191619873, 0.23887686431407928, -0.1116727739572525, -0.04784572124481201, 0.051118187606334686]	0.15	IGLV1	IGLJ1	13.0
1045	321010	[-0.7678536772727966, -0.8921712636947632, 0.4998300075531006, 1.045266032218933, -0.3273767828941345, -0.33072996139526367, 0.508637011051178, 0.06655783206224442, -0.011975899338722229, -0.3011719882488251]	0.15	IGLV1	IGLJ1	13.0
1046	322645	[-0.45303207635879517, -0.5053198337554932, 0.8114768266677856, 1.109512209892273, -0.6795048117637634, -0.43733176589012146, 0.07202131301164627, -0.6359792351722717, 0.6898906230926514, -0.1132655143737793]	0.15	IGLV1	IGLJ3	8.0
1047	322649	[-0.43945467472076416, -0.3713783323764801, 1.100710153579712, 1.2647324800491333, -0.6661931872367859, -0.33229386806488037, -0.11564275622367859, -0.7003074884414673, 0.876620888710022, -0.13721869885921478]	0.15	IGLV1	IGLJ3	8.0
1048	322753	[-0.5218066573143005, -0.246659517288208, 0.5003788471221924, 1.2942912578582764, -0.39645737409591675, -0.23307235538959503, 0.22665190696716309, -0.11740656942129135, -0.5561500787734985, -0.07178991287946701]	0.15	IGLV1	IGLJ3	9.0
1049	322766	[-0.45324960350990295, -1.0691981315612793, 0.18127356469631195, 1.040815830230713, -0.5141105055809021, -0.33260029554367065, 0.35094285011291504, 0.10434194654226303, -0.07090647518634796, -0.021973460912704468]	0.15	IGLV1	IGLJ3	9.0
1050	322773	[-0.587627649307251, -0.6014553308486938, 1.019687533378601, 1.0744115114212036, -0.39932313561439514, -0.4664691984653473, 0.1636146903038025, -0.29621627926826477, 0.7627769112586975, -0.4136869013309479]	0.15	IGLV1	IGLJ3	9.0
1051	323420	[-0.552605390548706, -0.5635496973991394, 0.32781389355659485, 1.0709340572357178, -0.5811024308204651, -0.5235958695411682, 0.5900290012359619, -0.2104172259569168, -0.35249170660972595, -0.18871410191059113]	0.15	IGLV1	IGLJ3	10.0
1052	323425	[-0.4674530029296875, -0.8423819541931152, 0.1099465936422348, 0.965330958366394, -0.53548264503479, -0.372490257024765, 0.5709718465805054, -0.213156059384346, -0.05704519897699356, -0.06081584841012955]	0.15	IGLV1	IGLJ3	10.0
1053	323484	[-0.7731709480285645, -0.522473931312561, 1.0665522813796997, 1.1691811084747314, -0.5646466016769409, -0.2943750023841858, 0.2977672219276428, -0.25116831064224243, 0.49917086958885193, -0.24019376933574677]	0.15	IGLV1	IGLJ3	10.0
1054	325654	[-0.5448065400123596, -0.7610930800437927, 0.333698570728302, 1.0255523920059204, -0.22140999138355255, -0.31082025170326233, 0.43043795228004456, -0.04475609213113785, -0.20495986938476562, -0.15393537282943726]	0.15	IGLV1	IGLJ3	11.0
1055	325721	[-0.598347008228302, -0.42459598183631897, 0.6325400471687317, 1.148250699043274, -0.32122331857681274, 0.023256033658981323, 0.2511935532093048, -0.21062664687633514, -0.1753578633069992, -0.19098033010959625]	0.15	IGLV1	IGLJ3	11.0
1056	325729	[-0.6514983177185059, -0.5877260565757751, 0.397047221660614, 1.1255013942718506, -0.293327271938324, -0.13699939846992493, 0.22315219044685364, -0.24116115272045135, -0.30855435132980347, 0.1394704133272171]	0.15	IGLV1	IGLJ3	11.0
1057	325744	[-0.43154844641685486, -0.35200726985931396, 0.9194764494895935, 1.3178528547286987, -0.6486824154853821, -0.6469160914421082, -0.25609660148620605, -0.7147306799888611, 1.2911823987960815, 0.04188277944922447]	0.15	IGLV1	IGLJ3	11.0
1058	330454	[-0.6787981390953064, -0.49946510791778564, 0.5506004691123962, 1.1043380498886108, -0.3642117381095886, -0.2171328216791153, 0.33862921595573425, -0.2745389938354492, -0.2871209979057312, 0.09420720487833023]	0.15	IGLV1	IGLJ3	12.0
1059	330460	[-0.4323885142803192, -0.32008278369903564, 0.8625810742378235, 1.1431455612182617, -0.5445367693901062, -0.25961941480636597, -0.019548360258340836, -0.5779588222503662, 0.8018720746040344, 0.12487716972827911]	0.15	IGLV1	IGLJ3	12.0
1060	330461	[-0.6963483691215515, -0.39222702383995056, 0.6454439759254456, 1.0883266925811768, -0.5789252519607544, -0.28505977988243103, 0.1761665642261505, -0.6963865756988525, 0.5803601145744324, 0.03360557556152344]	0.15	IGLV1	IGLJ3	12.0
1061	330482	[-0.8319093585014343, -0.4475066065788269, 0.6009305715560913, 1.0446083545684814, -0.2766018509864807, 0.0751919224858284, 0.6222324371337891, -0.35756370425224304, -0.11567731201648712, 0.06629125773906708]	0.15	IGLV1	IGLJ3	12.0
1062	335096	[-0.6026617884635925, -0.42537394165992737, 0.9145157933235168, 1.1796680688858032, -0.3513905704021454, -0.41521233320236206, 0.02359299547970295, -0.6440025568008423, 1.0641618967056274, -0.14911197125911713]	0.15	IGLV1	IGLJ3	13.0
1063	335144	[-0.48022300004959106, -0.4397735595703125, 0.7053756713867188, 1.1563165187835693, -0.49758586287498474, -0.056638456881046295, 0.3615695834159851, -0.011227041482925415, -0.3252274990081787, 0.07082915306091309]	0.15	IGLV1	IGLJ3	13.0
1064	336822	[-0.5629979968070984, -0.3940662443637848, 0.884868860244751, 1.1711562871932983, -0.5840798616409302, -0.27838268876075745, 0.04007783904671669, -0.5015633702278137, 0.6521313786506653, -0.005847050808370113]	0.15	IGLV1	IGLJ3	14.0
1065	336826	[-0.6668533682823181, -0.6534231901168823, 0.7072534561157227, 1.1471641063690186, -0.43631038069725037, 0.002009991556406021, 0.23138949275016785, -0.15074805915355682, -0.15058286488056183, 0.1532219499349594]	0.15	IGLV1	IGLJ3	14.0
1066	337050	[-0.6935030817985535, -0.6853843927383423, 0.5606846213340759, 0.942817747592926, -0.4961097836494446, -0.38682785630226135, 0.6831986308097839, -0.13170920312404633, -0.18280060589313507, -0.20289716124534607]	0.15	IGLV1	IGLJ7	11.0
1067	337409	[-0.6588150858879089, -0.5465404987335205, 0.7778146266937256, 1.1333469152450562, -0.19095753133296967, -0.18809539079666138, 0.3618983030319214, 0.056323569267988205, -0.21207518875598907, -0.1879328042268753]	0.15	IGLV1	IGLJ7	12.0
1068	337417	[-0.6303268671035767, -0.47370386123657227, 1.1409295797348022, 1.1643025875091553, -0.6497837901115417, -0.2678520381450653, 0.19781693816184998, -0.40843963623046875, 0.530809223651886, -0.10027305036783218]	0.15	IGLV1	IGLJ7	12.0
1069	337795	[-0.6011097431182861, -0.5432507991790771, 0.7809420228004456, 1.100385069847107, -0.4548375904560089, -0.01858982816338539, 0.41247522830963135, -0.1560981273651123, -0.2829594314098358, 0.05993152782320976]	0.15	IGLV1	IGLJ7	13.0
1070	337800	[-0.752373456954956, -0.43330276012420654, 0.6696756482124329, 1.1537164449691772, -0.539514422416687, -0.1281585544347763, 0.2873297929763794, -0.21706384420394897, -0.16567306220531464, 0.002374549163505435]	0.15	IGLV1	IGLJ7	13.0
1071	338336	[-0.6672429442405701, -0.7894306778907776, 0.7335759401321411, 0.9943779706954956, -0.5033643841743469, -0.43739649653434753, 0.554940402507782, -0.029418980702757835, 0.14604544639587402, -0.3991857171058655]	0.15	IGLV10	IGLJ3	12.0
1072	338340	[-0.7403819561004639, -0.5515283346176147, 0.8949924111366272, 1.0867255926132202, -0.12296808511018753, -0.21065449714660645, 0.49671879410743713, 0.25903192162513733, 0.07629487663507462, -0.5095967650413513]	0.15	IGLV10	IGLJ3	12.0
1073	338425	[0.6711996793746948, -1.0386192798614502, 0.6761428117752075, 0.5797200798988342, 0.033215172588825226, 0.5350960493087769, 0.8048824071884155, -0.8222337961196899, 0.3043248653411865, 0.21368622779846191]	0.15	IGLV2	IGLJ1	5.0
1074	338526	[0.211970254778862, -1.0242313146591187, 0.6327289342880249, 0.6907454133033752, -0.09680609405040741, 0.09311860054731369, 0.6575190424919128, -0.5468247532844543, 0.24540773034095764, 0.11602228879928589]	0.15	IGLV2	IGLJ1	7.0
1075	338614	[0.6774336099624634, -0.6714709401130676, 0.2238943874835968, 0.9186065793037415, -0.0005958728725090623, -0.02126106061041355, 0.4620459973812103, -0.5755524039268494, -0.3720495402812958, -0.23834744095802307]	0.15	IGLV2	IGLJ1	8.0
1076	338616	[0.3180549740791321, -0.9906272888183594, 0.5274205803871155, 0.7223333716392517, -0.25880417227745056, 0.2893601059913635, 0.5412060022354126, -0.8971690535545349, 0.196897953748703, 0.4361322224140167]	0.15	IGLV2	IGLJ1	8.0
1077	338635	[0.20408646762371063, -0.9096928834915161, 0.03364437073469162, 1.0305663347244263, -0.01307224202901125, 0.08592619746923447, 0.4156951904296875, -0.8868570327758789, -0.37801679968833923, -0.1248556599020958]	0.15	IGLV2	IGLJ1	8.0
1078	339193	[0.23612084984779358, -1.044319987297058, 0.7739186882972717, 0.6607101559638977, 0.05016186088323593, 0.10119153559207916, 0.7484392523765564, -0.4881073534488678, 0.2142133265733719, -0.01704312674701214]	0.15	IGLV2	IGLJ1	9.0
1079	339195	[0.135850191116333, -1.0492949485778809, 0.639818549156189, 0.7119817733764648, 0.053653135895729065, 0.08879783004522324, 0.46557116508483887, -0.332931250333786, 0.39580678939819336, 0.13980616629123688]	0.15	IGLV2	IGLJ1	9.0
1080	339225	[0.3705357015132904, -1.0120265483856201, 0.21156930923461914, 0.6239296197891235, 0.001583369798026979, 0.4309619963169098, 0.7885915040969849, -0.7499486804008484, 0.37262162566185, 0.15452489256858826]	0.15	IGLV2	IGLJ1	9.0
1081	339243	[0.3073226511478424, -0.9435122013092041, 0.3791365325450897, 0.883074939250946, 0.17872360348701477, -0.303811252117157, 0.6083170175552368, -0.6104163527488708, -0.384594589471817, -0.47804710268974304]	0.15	IGLV2	IGLJ1	9.0
1082	339265	[0.30184701085090637, -0.8757836818695068, 0.19244860112667084, 0.9022510051727295, 0.004156382754445076, -0.21284566819667816, 0.5209725499153137, -0.5876582264900208, -0.5386792421340942, -0.3083438277244568]	0.15	IGLV2	IGLJ1	9.0
1083	339293	[0.6387941837310791, -1.05311119556427, 0.44883009791374207, 0.6651725769042969, -0.06367906928062439, 0.15819290280342102, 0.6001638174057007, -0.6790974736213684, 0.27552488446235657, 0.019708910956978798]	0.15	IGLV2	IGLJ1	9.0
1084	342110	[0.3639773726463318, -1.0046616792678833, 0.15240590274333954, 0.7156620025634766, -0.308770090341568, 0.3224249482154846, 0.7406371235847473, -0.6502407193183899, 0.18008220195770264, -0.020996782928705215]	0.15	IGLV2	IGLJ1	10.0
1085	342112	[0.2709275186061859, -0.7393760681152344, 0.5535471439361572, 0.8112446069717407, 0.0011551112402230501, -0.022661816328763962, 0.7988213896751404, -0.875959575176239, -0.17861172556877136, 0.35164687037467957]	0.15	IGLV2	IGLJ1	10.0
1086	342123	[0.15770715475082397, -0.8235633373260498, 0.2497686743736267, 0.9806112051010132, 0.28555095195770264, -0.10340562462806702, 0.34464213252067566, -0.8132705688476562, -0.48445987701416016, 0.14790037274360657]	0.15	IGLV2	IGLJ1	10.0
1087	342127	[0.2166711539030075, -0.8220903277397156, 0.27568715810775757, 0.8830064535140991, 0.10778827965259552, -0.16438262164592743, 0.39364928007125854, -0.7471003532409668, -0.204283207654953, 0.03793103247880936]	0.15	IGLV2	IGLJ1	10.0
1088	342129	[0.5039035677909851, -0.752959668636322, 0.23632977902889252, 0.7962804436683655, 0.011088038794696331, -0.06536930799484253, 0.6264021396636963, -0.5748790502548218, -0.2698911428451538, -0.3144710958003998]	0.15	IGLV2	IGLJ1	10.0
